Scenario,run,HV,IGD+,runtime_s,evaluations,generations,stopped_early,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
Overtaking_Easy,0,0.10505542321847382,0.00624621496596063,32.7931020000251,4860,80,False,277.0890368014807,4681,270.2105615984183,1469,97.51759388156867,1626,3235,4861,0.3344990742645546
Overtaking_Easy,1,0.10798955755746342,0.00407385936904367,33.19623990007676,4860,80,False,291.27792410273105,4625,283.75379229919054,1493,97.4168547696437,1701,3160,4861,0.3499279983542481
Overtaking_Easy,2,0.10157459908598004,0.009100707415081743,35.21535449998919,4860,80,False,310.7985100953374,4677,302.2756282988703,1584,97.25774689400772,1755,3106,4861,0.3610368236988274
Overtaking_Easy,3,0.11321660222143548,0.0001085532928693931,35.65035439992789,4860,80,False,316.60643500171136,4650,307.85927980032284,1602,97.23721496648,1785,3076,4861,0.3672083933347048
Overtaking_Easy,4,0.09656221779552321,0.012785560066261916,34.853082000045106,4860,80,False,301.2095602029003,4663,293.1766442983644,1577,97.33311389614433,1757,3104,4861,0.3614482616745526
Overtaking_Easy,5,0.11059835866502012,0.0020886916871436186,32.6736240000464,4860,80,False,280.51406240463257,4657,273.70088599727023,1463,97.57118186911623,1634,3227,4861,0.3361448261674553
Overtaking_Easy,6,0.09691102076211319,0.012537541123487733,31.37430929997936,4860,80,False,276.5514855068177,4622,270.07458150282037,1441,97.65797533427545,1657,3204,4861,0.3408763628882946
Overtaking_Easy,7,0.10971299000407912,0.0027622258693044397,34.73519410006702,4860,80,False,314.3354902054416,4659,305.38977119955234,1602,97.1540855917852,1785,3076,4861,0.3672083933347048
Overtaking_Easy,8,0.07876077201269685,0.026437294325225562,33.38687479996588,4860,80,False,286.1344277029857,4648,278.92808020149823,1500,97.48148184776709,1689,3172,4861,0.3474593704998971
Overtaking_Easy,9,0.1029253823152023,0.007974752203675255,33.20238999999128,4860,80,False,284.8574773989385,4685,277.98223000287544,1496,97.58642551396522,1646,3215,4861,0.3386134540218062
