Scenario,run,HV,IGD+,runtime_s,evaluations,generations,stopped_early,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
Intersection_Hard,0,0.38953153668537593,0.0018132650448424818,40.498525899951346,4860,80,False,341.80106030532625,4647,331.9099696025951,1660,97.10618489776024,1873,2988,4861,0.3853116642666118
Intersection_Hard,1,0.3766592901190643,0.005097821030722762,38.073507499997504,4860,80,False,303.4858992998488,4624,295.4920980972238,1534,97.36600572841539,1762,3099,4861,0.3624768566138655
Intersection_Hard,2,0.36664472127501885,0.008818163918141003,37.53621759999078,4860,80,False,309.16566120274365,4622,301.1596148968674,1567,97.41043482166474,1804,3057,4861,0.3711170541040938
Intersection_Hard,3,0.31650367157487685,0.020333064257048034,38.14206999994349,4860,80,False,311.5530222004745,4666,303.87481749861035,1552,97.53550626868146,1747,3114,4861,0.3593910717959268
Intersection_Hard,4,0.24621401178493002,0.038330351596262684,38.961374799953774,4860,80,False,319.00024810957257,4689,310.1493623011047,1608,97.22542980423398,1777,3084,4861,0.36556264143180417
Intersection_Hard,5,0.38644413008503764,0.0028806856751212866,38.047983399941586,4860,80,False,296.456651898101,4647,289.394284497248,1509,97.6177402815436,1719,3142,4861,0.3536309401357745
Intersection_Hard,6,0.3920196113710596,0.0011959341777020773,40.158929899916984,4860,80,False,315.3726032002596,4662,307.3451564004645,1588,97.45461504317869,1782,3079,4861,0.36659123637111707
Intersection_Hard,7,0.39239402403207285,0.0015529096235058497,37.73010669997893,4860,80,False,309.23842420370784,4678,301.346026898711,1549,97.44779539434019,1727,3134,4861,0.3552766920386752
Intersection_Hard,8,0.38090876713359717,0.004632411774225172,36.84032359998673,4860,80,False,307.8473191986559,4645,299.6639259000076,1553,97.34173637764651,1766,3095,4861,0.3632997325653158
Intersection_Hard,9,0.34960442351622045,0.012030273366431128,37.87533670000266,4860,80,False,309.1243747031549,4677,301.66584840300493,1550,97.5872086090551,1731,3130,4861,0.3560995679901255
