Scenario,Algorithm,Generation,median,q1,q3
Platooning_Hard,eps-constraint,1,0.047499359552514164,0.038464096137577744,0.05287848040933848
Platooning_Hard,eps-constraint,2,0.05311764869782362,0.043475485910868375,0.06134712277147613
Platooning_Hard,eps-constraint,3,0.05662401516488208,0.04361087765372782,0.0636145267111321
Platooning_Hard,eps-constraint,4,0.057158144197762925,0.047483561569499434,0.06869878049107211
Platooning_Hard,eps-constraint,5,0.057158144197762925,0.047483561569499434,0.06869878049107211
Platooning_Hard,eps-constraint,6,0.06055276658253435,0.05227456978641679,0.06869878049107211
Platooning_Hard,eps-constraint,7,0.062224317175898686,0.05363920678663417,0.06874957982159535
Platooning_Hard,eps-constraint,8,0.06439188177000346,0.053761268768095914,0.06997698059112774
Platooning_Hard,eps-constraint,9,0.06439188177000346,0.053761268768095914,0.07099867502010965
Platooning_Hard,eps-constraint,10,0.06654086066670503,0.053761268768095914,0.07099867502010965
Platooning_Hard,eps-constraint,11,0.0671230927522022,0.05456464539409934,0.07177751108592481
Platooning_Hard,eps-constraint,12,0.0671230927522022,0.05456464539409934,0.07177751108592481
Platooning_Hard,eps-constraint,13,0.0671230927522022,0.05456464539409934,0.07292869811292443
Platooning_Hard,eps-constraint,14,0.0671230927522022,0.05616682318107425,0.07292869811292443
Platooning_Hard,eps-constraint,15,0.0671230927522022,0.05616682318107425,0.07292869811292443
Platooning_Hard,eps-constraint,16,0.0671230927522022,0.05616682318107425,0.07292869811292443
Platooning_Hard,eps-constraint,17,0.0671230927522022,0.05616682318107425,0.07292869811292443
Platooning_Hard,eps-constraint,18,0.0671230927522022,0.05616682318107425,0.07292869811292443
Platooning_Hard,eps-constraint,19,0.0671230927522022,0.05616682318107425,0.07292869811292443
Platooning_Hard,eps-constraint,20,0.0671230927522022,0.05634917571213821,0.07292869811292443
Platooning_Hard,eps-constraint,21,0.0671230927522022,0.05918790690431348,0.07292869811292443
Platooning_Hard,eps-constraint,22,0.06742772005373643,0.060967607179344754,0.07292869811292443
Platooning_Hard,eps-constraint,23,0.06742772005373643,0.061813659411325876,0.07292869811292443
Platooning_Hard,eps-constraint,24,0.0677420374412332,0.061813659411325876,0.07292869811292443
Platooning_Hard,eps-constraint,25,0.0677420374412332,0.06302626201094105,0.07292869811292443
Platooning_Hard,eps-constraint,26,0.0677420374412332,0.06360352378318948,0.07292869811292443
