Scenario,run,HV,IGD+,runtime_s,evaluations,generations,stopped_early,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
Platooning_Easy,0,0.02870182657983728,0.48253095344663677,29.217889299965464,4266,70,True,29.08751919819042,4266,28.614000499248505,427,98.37208977597727,427,3839,4266,0.10009376465072668
Platooning_Easy,1,0.032035462322631054,0.3982015283704193,14.618325400049798,2166,35,True,14.553086899919435,2166,14.346492999815382,217,98.5804118292924,217,1949,2166,0.10018467220683287
Platooning_Easy,2,0.038592593887077,0.24977991220866252,17.985776100074872,2646,43,True,17.915035399841145,2646,17.652927499846555,265,98.53693897810041,265,2381,2646,0.10015117157974301
Platooning_Easy,3,0.02832663785170264,0.5199450753963218,17.93171579996124,2646,43,True,17.854181304806843,2646,17.591172799351625,265,98.52690806167399,265,2381,2646,0.10015117157974301
Platooning_Easy,4,0.02888026167371108,0.47529170290243183,15.609821600024588,2286,37,True,15.546983099542558,2286,15.324365099775605,229,98.56809518385916,229,2057,2286,0.10017497812773403
Platooning_Easy,5,0.03566141801310614,0.3096095216719705,12.767016600002535,1866,30,True,12.716462799580768,1866,12.5411773014348,187,98.6215860423722,187,1679,1866,0.10021436227224008
Platooning_Easy,6,0.0361372602300045,0.2811033791660101,12.658406500006095,1866,30,True,12.60475290112663,1866,12.431502400548197,187,98.62551450284323,187,1679,1866,0.10021436227224008
Platooning_Easy,7,0.029666627534412224,0.4560786359083509,26.605684399954043,3906,64,True,26.4912687985925,3906,26.067620797432028,391,98.40080139467318,391,3515,3906,0.10010240655401946
Platooning_Easy,8,0.040463011268689404,0.19229347642098055,13.068599699996412,1926,31,True,13.01496859965846,1926,12.834741200553253,193,98.61522985841137,193,1733,1926,0.10020768431983386
Platooning_Easy,9,0.022782373106989322,0.6242797851805765,12.784664000035264,1866,30,True,12.734455399331637,1866,12.561817200272344,187,98.64432208802307,187,1679,1866,0.10021436227224008
