Scenario,Algorithm,Generation,median,q1,q3
Platooning_Easy,eps-constraint,1,0.027189653263640545,0.016182852996880704,0.03168871115304801
Platooning_Easy,eps-constraint,2,0.02761407323913979,0.019664370448639442,0.03290786671357077
Platooning_Easy,eps-constraint,3,0.032921589865996775,0.024353200685494073,0.0388552178941353
Platooning_Easy,eps-constraint,4,0.034229968375129455,0.024672633283858388,0.03972026431409109
Platooning_Easy,eps-constraint,5,0.03596006121504104,0.030966225556923563,0.0399572501492315
Platooning_Easy,eps-constraint,6,0.03596006121504104,0.030966225556923563,0.0399572501492315
Platooning_Easy,eps-constraint,7,0.035711793286817006,0.025785239792034922,0.0399572501492315
Platooning_Easy,eps-constraint,8,0.036996765491703984,0.026539078533771347,0.040263701388056225
Platooning_Easy,eps-constraint,9,0.037470737161984805,0.026539078533771347,0.04046408899649096
Platooning_Easy,eps-constraint,10,0.037470737161984805,0.026539078533771347,0.04046408899649096
Platooning_Easy,eps-constraint,11,0.037470737161984805,0.026539078533771347,0.04046408899649096
Platooning_Easy,eps-constraint,12,0.03766092492370417,0.026539078533771347,0.04060864520165724
Platooning_Easy,eps-constraint,13,0.0388031813422271,0.026539078533771347,0.04176320658619359
Platooning_Easy,eps-constraint,14,0.0388031813422271,0.026539078533771347,0.04231539202148957
Platooning_Easy,eps-constraint,15,0.0388031813422271,0.027188310705397088,0.04231539202148957
Platooning_Easy,eps-constraint,16,0.039074867941804675,0.027188310705397088,0.04231539202148957
Platooning_Easy,eps-constraint,17,0.03915260128042643,0.027188310705397088,0.04231539202148957
Platooning_Easy,eps-constraint,18,0.03997614137378162,0.027188310705397088,0.04231539202148957
Platooning_Easy,eps-constraint,19,0.03997614137378162,0.027188310705397088,0.04231539202148957
Platooning_Easy,eps-constraint,20,0.03997614137378162,0.027188310705397088,0.04231539202148957
Platooning_Easy,eps-constraint,21,0.040554799232908535,0.027188310705397088,0.04265566886349047
Platooning_Easy,eps-constraint,22,0.040554799232908535,0.02939675082105214,0.04265566886349047
Platooning_Easy,eps-constraint,23,0.040554799232908535,0.02939675082105214,0.04265566886349047
Platooning_Easy,eps-constraint,24,0.04125799083170952,0.02939675082105214,0.04265566886349047
Platooning_Easy,eps-constraint,25,0.04125799083170952,0.02939675082105214,0.04265566886349047
Platooning_Easy,eps-constraint,26,0.04125799083170952,0.036907124863831076,0.04265566886349047
Platooning_Easy,eps-constraint,27,0.041497283093536334,0.03770346262073138,0.04265566886349047
Platooning_Easy,eps-constraint,28,0.041497283093536334,0.03770346262073138,0.04265566886349047
Platooning_Easy,eps-constraint,29,0.041497283093536334,0.03773381248258184,0.04265566886349047
Platooning_Easy,eps-constraint,30,0.041497283093536334,0.03773381248258184,0.04265566886349047
Platooning_Easy,eps-constraint,31,0.0419708518916746,0.040845121757272174,0.042920475083260384
Platooning_Easy,eps-constraint,32,0.041798804716805124,0.04089228722057697,0.04309376505578448
Platooning_Easy,eps-constraint,33,0.041798804716805124,0.04089228722057697,0.04309376505578448
Platooning_Easy,eps-constraint,34,0.042666498969584896,0.0414112595061016,0.04314006697147084
Platooning_Easy,eps-constraint,35,0.042666498969584896,0.0414112595061016,0.04314006697147084
Platooning_Easy,eps-constraint,36,0.04257389513821218,0.04102371429539807,0.042759102800957606
Platooning_Easy,eps-constraint,37,0.04257389513821218,0.04102371429539807,0.042759102800957606
Platooning_Easy,eps-constraint,38,0.042666498969584896,0.04218634992750865,0.0429524834927391
Platooning_Easy,eps-constraint,39,0.042666498969584896,0.04218634992750865,0.0429524834927391
Platooning_Easy,eps-constraint,40,0.042666498969584896,0.04218634992750865,0.0429524834927391
Platooning_Easy,eps-constraint,41,0.042666498969584896,0.04218634992750865,0.0429524834927391
Platooning_Easy,eps-constraint,42,0.042666498969584896,0.04228257129299326,0.0429524834927391
Platooning_Easy,eps-constraint,43,0.042666498969584896,0.04228257129299326,0.0429524834927391
Platooning_Easy,eps-constraint,44,0.042083851279147044,0.04174622551824177,0.04242147704005233
Platooning_Easy,eps-constraint,45,0.042083851279147044,0.04174622551824177,0.04242147704005233
Platooning_Easy,eps-constraint,46,0.042083851279147044,0.04174622551824177,0.04242147704005233
Platooning_Easy,eps-constraint,47,0.042083851279147044,0.04174622551824177,0.04242147704005233
Platooning_Easy,eps-constraint,48,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,49,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,50,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,51,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,52,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,53,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,54,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,55,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,56,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,57,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,58,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,59,0.04241039890772995,0.04190949933253322,0.04291129848292668
Platooning_Easy,eps-constraint,60,0.04241039890772995,0.04190949933253322,0.04291129848292668
