Scenario,run,HV,IGD+,runtime_s,evaluations,generations,stopped_early,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
LaneMerge_Easy,0,0.16999221152628055,0.013715191394388006,33.6606040999759,4860,80,False,288.72940210439265,4644,282.16622889984865,1472,97.7268774303176,1650,3211,4861,0.3394363299732565
LaneMerge_Easy,1,0.16843864574790476,0.013842814695521928,35.228252000059,4860,80,False,302.47551930102054,4697,294.9392330995761,1515,97.50846408368525,1620,3241,4861,0.3332647603373791
LaneMerge_Easy,2,0.1530148540901301,0.019020689392259437,34.1115496000275,4860,80,False,286.90596119419206,4679,280.2975882985629,1477,97.69667633669128,1604,3257,4861,0.3299732565315779
LaneMerge_Easy,3,0.2074418749626111,0.0004441257740560893,39.000078000011854,4860,80,False,330.1271598020103,4690,322.04817549465224,1667,97.55276593655508,1772,3089,4861,0.36453404649249127
LaneMerge_Easy,4,0.16493896816526687,0.015415101479484857,39.501144299982116,4860,80,False,349.89958280010615,4685,339.3525362999644,1754,96.9856933192838,1886,2975,4861,0.38798601110882536
LaneMerge_Easy,5,0.18283783337280948,0.008715575766083464,35.4279618000146,4860,80,False,294.99558510130737,4659,288.3379088015063,1522,97.74312680051985,1672,3189,4861,0.3439621477062333
LaneMerge_Easy,6,0.2010857164664964,0.0028107568902792568,35.39392309996765,4860,80,False,301.40213620103896,4655,294.037901199772,1537,97.55667458297147,1674,3187,4861,0.34437358568195847
LaneMerge_Easy,7,0.12117245097162485,0.03221316905041477,34.902022999944165,4860,80,False,306.54935810377356,4675,298.9784169010818,1548,97.53027008455557,1675,3186,4861,0.344579304669821
LaneMerge_Easy,8,0.12128795213208468,0.030124846315143578,36.659428099985234,4860,80,False,305.61072129849344,4675,298.3518296019174,1540,97.62479154339412,1669,3192,4861,0.3433449907426456
LaneMerge_Easy,9,0.16876930931330522,0.014245700245905844,34.74844230001327,4860,80,False,290.10041540150996,4653,283.6396701011108,1491,97.77292793894927,1644,3217,4861,0.3382020160460811
