Scenario,run,HV,IGD+,runtime_s,evaluations,generations,stopped_early,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
Platooning_Hard,0,0.06958006323930085,0.22201180623577535,27.963828400010243,3866,63,True,27.825888698920608,3866,27.329594299779274,387,98.21642929535406,387,3479,3866,0.10010346611484738
Platooning_Hard,1,0.05355506543814078,0.6086985439474364,15.811640099971555,2246,36,True,15.744274601573125,2246,15.491124599939212,225,98.39211390781625,225,2021,2246,0.10017809439002671
Platooning_Hard,2,0.02404680692190478,0.8763516837147702,13.792912999982946,1886,30,True,13.736695499974303,1886,13.527269599726424,189,98.47542736716942,189,1697,1886,0.10021208907741251
Platooning_Hard,3,0.047492259769835385,0.5616942569930589,13.51651149999816,1886,30,True,13.459892200189643,1886,13.25329829880502,189,98.46511474005928,189,1697,1886,0.10021208907741251
Platooning_Hard,4,0.07604415514678979,0.18441154159429163,24.383145999978296,3446,56,True,24.264968201401643,3446,23.846073499531485,345,98.27366474007594,345,3101,3446,0.10011607661056297
Platooning_Hard,5,0.06373921544575771,0.3470081398912514,16.24090299999807,2186,35,True,16.171451900270768,2186,15.917768999701366,219,98.43129174712412,219,1967,2186,0.10018298261665141
Platooning_Hard,6,0.07024123955034589,0.25381463607329935,25.491468899999745,3566,58,True,25.373386599123478,3566,24.92736710025929,357,98.24217592270637,357,3209,3566,0.10011217049915871
Platooning_Hard,7,0.04200447053123686,0.6342095137961411,13.70772589999251,1886,30,True,13.649578700657003,1886,13.439843400148675,189,98.46343022661767,189,1697,1886,0.10021208907741251
Platooning_Hard,8,0.022143894637200796,1.0,13.352689199964516,1886,30,True,13.293296600575559,1886,13.08330840151757,189,98.42034519075654,189,1697,1886,0.10021208907741251
Platooning_Hard,9,0.06825513879709016,0.2487991763628208,16.44438729993999,2306,37,True,16.371186102973297,2306,16.110471199033782,231,98.40747700075217,231,2075,2306,0.10017346053772767
