Scenario,Algorithm,Generation,median,q1,q3
ObstacleAvoidance_Easy,eps-constraint,1,0.06267210709471245,0.053274926632088486,0.07489026001011626
ObstacleAvoidance_Easy,eps-constraint,2,0.07472290713136315,0.05443339746090581,0.07878931081035104
ObstacleAvoidance_Easy,eps-constraint,3,0.07769783718168136,0.05592516845052662,0.081488597793368
ObstacleAvoidance_Easy,eps-constraint,4,0.07576509459340501,0.05161387684718313,0.08355749496981593
ObstacleAvoidance_Easy,eps-constraint,5,0.07587693399522488,0.05161387684718313,0.09208756751909088
ObstacleAvoidance_Easy,eps-constraint,6,0.08282232486251537,0.06255612659038956,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,7,0.08282232486251537,0.06468957727684291,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,8,0.08491079977389139,0.0520874778205247,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,9,0.08491079977389139,0.0520874778205247,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,10,0.08651569603150629,0.05211895327355968,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,11,0.08651569603150629,0.05211895327355968,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,12,0.08651569603150629,0.06586199096307206,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,13,0.08677576744178478,0.06586479460529271,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,14,0.08677576744178478,0.06586479460529271,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,15,0.08677576744178478,0.06586479460529271,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,16,0.08677576744178478,0.06586479460529271,0.0949454595732096
ObstacleAvoidance_Easy,eps-constraint,17,0.08633698717048996,0.06475967609521778,0.0947818382928379
ObstacleAvoidance_Easy,eps-constraint,18,0.08721454771307958,0.06475967609521778,0.0947818382928379
ObstacleAvoidance_Easy,eps-constraint,19,0.08732764491050994,0.0691801501355175,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,20,0.08761571836071438,0.0691801501355175,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,21,0.08785011872118363,0.0691801501355175,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,22,0.08785011872118363,0.08341979949515056,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,23,0.08785011872118363,0.08341979949515056,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,24,0.08785011872118363,0.08341979949515056,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,25,0.08785011872118363,0.08341979949515056,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,26,0.08928331469902563,0.08721454771307958,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,27,0.08928331469902563,0.08492299945847699,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,28,0.08928331469902563,0.08492299945847699,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,29,0.09093796461509844,0.08785011872118363,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,30,0.09190843955477598,0.06788392726874236,0.09500000000000017
ObstacleAvoidance_Easy,eps-constraint,31,0.077867022994963,0.03715835571979775,0.09089385934637789
ObstacleAvoidance_Easy,eps-constraint,32,0.06490200892715678,0.03566739654900496,0.08285857085807331
ObstacleAvoidance_Easy,eps-constraint,33,0.06788392726874236,0.061920090585571186,0.08785011872118363
ObstacleAvoidance_Easy,eps-constraint,34,0.06788392726874236,0.061920090585571186,0.09078530090871906
ObstacleAvoidance_Easy,eps-constraint,35,0.07933461408873071,0.06697544545155681,0.09183897568153934
ObstacleAvoidance_Easy,eps-constraint,36,0.09092298267255262,0.08505995749872489,0.09204549832728968
ObstacleAvoidance_Easy,eps-constraint,37,0.09092298267255262,0.08505995749872489,0.09204549832728968
ObstacleAvoidance_Easy,eps-constraint,38,0.07947229585256427,0.05134611472334594,0.09204549832728968
ObstacleAvoidance_Easy,eps-constraint,39,0.08329175617036207,0.07361311774543905,0.09204549832728968
ObstacleAvoidance_Easy,eps-constraint,40,0.08329175617036207,0.07361311774543905,0.09204549832728968
ObstacleAvoidance_Easy,eps-constraint,41,0.08329175617036207,0.07361311774543905,0.09204549832728968
ObstacleAvoidance_Easy,eps-constraint,42,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,43,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,44,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,45,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,46,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,47,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,48,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,49,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,50,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,51,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,52,0.07552284790433794,0.07170338758654016,0.08329175617036207
ObstacleAvoidance_Easy,eps-constraint,53,0.08329175617036207,0.07940730203735,0.08717621030337414
ObstacleAvoidance_Easy,eps-constraint,54,0.08329175617036207,0.07940730203735,0.08717621030337414
