Scenario,run,HV,IGD+,runtime_s,evaluations,generations,stopped_early,evaluate_time_s,evaluate_calls,verifyta_time_s,verifyta_calls,verifyta_pct,feasible_calls,infeasible_calls,total_calls,feasibility_rate
Intersection_Hard,0,0.38069727987856317,0.00594302641841781,37.83170470001642,4860,80,False,314.52865509456024,4659,305.4911393985385,1540,97.1266479064349,1741,3120,4861,0.3581567578687513
Intersection_Hard,1,0.3552242195134918,0.010558439472464307,36.83221400005277,4860,80,False,310.23994510946795,4655,302.6635860991664,1512,97.5579034454676,1711,3150,4861,0.3519851882328739
Intersection_Hard,2,0.34635688762988415,0.012817590050574533,37.857630599988624,4860,80,False,304.3425418990664,4636,296.5250220996095,1496,97.43134175371067,1720,3141,4861,0.3538366591236371
Intersection_Hard,3,0.36989407082145476,0.006820931430555608,38.3514448000351,4860,80,False,306.40436260192655,4686,299.23434100078885,1495,97.6599479393011,1669,3192,4861,0.3433449907426456
Intersection_Hard,4,0.36738003690475246,0.009681923861720261,39.34557120001409,4860,80,False,333.16294500231743,4683,322.91383379895706,1639,96.9236941391279,1814,3047,4861,0.3731742439827196
Intersection_Hard,5,0.36893752803460905,0.007056028231717275,40.13803090003785,4860,80,False,325.6940296035027,4654,316.11603290063795,1531,97.05920408964053,1734,3127,4861,0.3567167249537132
Intersection_Hard,6,0.3592139871832236,0.009541927130417871,44.010143400053494,4860,80,False,369.96961810067296,4681,355.05315679637715,1565,95.96819290706274,1740,3121,4861,0.3579510388808887
Intersection_Hard,7,0.36741452879746456,0.007563303443738791,39.88531399995554,4860,80,False,325.2398402019171,4669,314.6798581988551,1511,96.75317083033057,1699,3162,4861,0.3495165603785229
Intersection_Hard,8,0.360247657606927,0.009278487086522626,39.685976499924436,4860,80,False,334.45391819882207,4664,324.97900570265483,1590,97.16704993405558,1784,3077,4861,0.3670026743468422
Intersection_Hard,9,0.38661981721418914,0.0026354053745830637,40.22393219999503,4860,80,False,333.4507563044317,4677,324.9727013015654,1613,97.4574791501969,1794,3067,4861,0.369059864225468
