Scenario,Algorithm,Generation,median,q1,q3
Overtaking_Hard,eps-constraint,1,0.29297412108688287,0.25911512780306317,0.3407811811069359
Overtaking_Hard,eps-constraint,2,0.3415683086147846,0.3111332833101954,0.34949312003013855
Overtaking_Hard,eps-constraint,3,0.35770626890393276,0.3228091516267233,0.3801430242553773
Overtaking_Hard,eps-constraint,4,0.36144358995456793,0.341130527915915,0.3801430242553773
Overtaking_Hard,eps-constraint,5,0.36284260895036136,0.3508340740253818,0.38547585088996333
Overtaking_Hard,eps-constraint,6,0.3731408920705393,0.35383462680422134,0.3901653332035191
Overtaking_Hard,eps-constraint,7,0.3731408920705393,0.35383462680422134,0.3901653332035191
Overtaking_Hard,eps-constraint,8,0.37737661028318237,0.3574262450737071,0.387360263135397
Overtaking_Hard,eps-constraint,9,0.37737661028318237,0.3599984096960306,0.3876325398859211
Overtaking_Hard,eps-constraint,10,0.3803433834639609,0.3599984096960306,0.38900020045784134
Overtaking_Hard,eps-constraint,11,0.37139013193209086,0.2209509695805303,0.38981477045131685
Overtaking_Hard,eps-constraint,12,0.37139013193209086,0.2209509695805303,0.39376420205591345
Overtaking_Hard,eps-constraint,13,0.3610918488119129,0.14560010125837375,0.3876426897926791
Overtaking_Hard,eps-constraint,14,0.3625828134776371,0.14560010125837375,0.3876426897926791
Overtaking_Hard,eps-constraint,15,0.3626024435393502,0.14560010125837375,0.3876426897926791
Overtaking_Hard,eps-constraint,16,0.3636064464490494,0.14560010125837375,0.3876426897926791
Overtaking_Hard,eps-constraint,17,0.3636064464490494,0.14560010125837375,0.39143226285378063
Overtaking_Hard,eps-constraint,18,0.36890685120345074,0.14560010125837375,0.39143226285378063
Overtaking_Hard,eps-constraint,19,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,20,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,21,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,22,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,23,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,24,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,25,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,26,0.2685943191876663,0.09868896044637109,0.3788810861351186
Overtaking_Hard,eps-constraint,27,0.2693450708480788,0.09939685822763135,0.3788810861351186
Overtaking_Hard,eps-constraint,28,0.2693450708480788,0.09939685822763135,0.3788810861351186
Overtaking_Hard,eps-constraint,29,0.2693450708480788,0.09939685822763135,0.3788810861351186
Overtaking_Hard,eps-constraint,30,0.2693450708480788,0.09939685822763135,0.3788810861351186
Overtaking_Hard,eps-constraint,31,0.1553293197213544,0.08044143276569349,0.3667799939563525
Overtaking_Hard,eps-constraint,32,0.1553293197213544,0.08044143276569349,0.3667799939563525
Overtaking_Hard,eps-constraint,33,0.1553293197213544,0.08044143276569349,0.3667799939563525
Overtaking_Hard,eps-constraint,34,0.13587088279539308,0.07364401549300953,0.37183435974134094
Overtaking_Hard,eps-constraint,35,0.13587088279539308,0.07364401549300953,0.37183435974134094
Overtaking_Hard,eps-constraint,36,0.13587088279539308,0.07364401549300953,0.37183435974134094
Overtaking_Hard,eps-constraint,37,0.13587088279539308,0.07364401549300953,0.37183435974134094
Overtaking_Hard,eps-constraint,38,0.13587088279539308,0.07364401549300953,0.37183435974134094
Overtaking_Hard,eps-constraint,39,0.2520633907995952,0.09939685822763135,0.37362359021011277
Overtaking_Hard,eps-constraint,40,0.2520633907995952,0.09939685822763135,0.37362359021011277
Overtaking_Hard,eps-constraint,41,0.13587088279539308,0.08723885003837743,0.36825589880379733
Overtaking_Hard,eps-constraint,42,0.13587088279539308,0.11155486641688525,0.2520633907995952
Overtaking_Hard,eps-constraint,43,0.18263084010264152,0.13493484507050948,0.27544336945321946
Overtaking_Hard,eps-constraint,44,0.18263084010264152,0.13493484507050948,0.27544336945321946
Overtaking_Hard,eps-constraint,45,0.18263084010264152,0.13493484507050948,0.27544336945321946
Overtaking_Hard,eps-constraint,46,0.18263084010264152,0.13493484507050948,0.27544336945321946
Overtaking_Hard,eps-constraint,47,0.18263084010264152,0.13493484507050948,0.27544336945321946
Overtaking_Hard,eps-constraint,48,0.18263084010264152,0.13493484507050948,0.27623286275220876
Overtaking_Hard,eps-constraint,49,0.22853686772007673,0.15788785887922707,0.2991858765609264
Overtaking_Hard,eps-constraint,50,0.392220072899795,0.392220072899795,0.392220072899795
Overtaking_Hard,eps-constraint,51,0.39878606536802724,0.39878606536802724,0.39878606536802724
Overtaking_Hard,eps-constraint,52,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,53,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,54,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,55,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,56,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,57,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,58,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,59,0.40131901700347067,0.40131901700347067,0.40131901700347067
Overtaking_Hard,eps-constraint,60,0.40131901700347067,0.40131901700347067,0.40131901700347067
